"","key","title","year","month","day","journal","issn","volume","issue","pages","authors","url","language","publisher","location","abstract","notes","doi","keywords","pubmed_id","pmc_id"
"479","rayyan-344224350","Imidazole antifungal drug clotrimazole alters the behavior, brain acetylcholinesterase and oxidative stress biomarkers in African catfish Clarias gariepinus (Burchell 1822)",2021,10,NA,"COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY \& PHARMACOLOGY","1532-0456",248,NA,"","Melefa, Temitope Dadewura and Nwani, Christopher Didigwu","","","",NA,"This study was carried out to determine the effect of clotrimazole (CTZ), an imidazole fungicide on behavior, brain acetylcholinesterase, lipid peroxidation and oxidative stress parameters in Clarias gariepinus juveniles. Fish were acutely exposed to five nominal concentrations of CTZ and control to assess the behavioral effects on fish. To determine the effects on brain acetylcholinesterase, lipid peroxidation and oxidative stress parameters, fish were exposed to three sub-lethal concentrations vis 7.76, 3.89 and 1.94 mg/L which corresponds to 20 10 and 5\% of 96 h LC50 value of CTZ respectively and a control for 21 days and allowed to recover for 7 days. The brain, liver and gills were sampled weekly. Fish exposed to different concentrations of the drug displayed behavioral responses such as reduced swimming rate, mucus secretion, decrease in both the feeding frequency and rate. A duration dependent increase in the levels of brain acetylcholinesterase was observed among the exposed groups. The result of the sub-lethal exposure revealed concentration and duration significant increase in lipid peroxidation (LPO), catalase activity (CAT), superoxide dismutase (SOD), reduced glutathione (GSH), glutathione reductase (GR) and glutathione peroxide (GPx) in both the liver and gill tissues of the exposed groups compared to the control. The effects of the drug on many of the observed parameters did not wane after the 7-day withdrawal period. This study revealed that CTZ has a negative impact on the observed parameters, thus providing additional evidence of its toxic effect on non-target aquatic species, especially fish.","","10.1016/j.cbpc.2021.109108","Brain;Imidazoles;Oxidative Stress",NA,NA
"480","rayyan-344224351","Development of the Bi-Partite Gal4-UAS System in the African Malaria Mosquito, Anopheles gambiae",2012,2,NA,"PLOS ONE","1932-6203",7,2,"","Lynd, Amy and Lycett, Gareth John","","","",NA,"Functional genetic analysis in Anopheles gambiae would be greatly improved by the development of a binary expression system, which would allow the more rapid and flexible characterisation of genes influencing disease transmission, including those involved in insecticide resistance, parasite interaction, host and mate seeking behaviour. The Gal4-UAS system, widely used in Drosophila melanogaster functional genetics, has been significantly modified to achieve robust application in several different species. Towards this end, previous work generated a series of modified Gal4 constructs that were up to 20 fold more active than the native gene in An. gambiae cells. To examine the Gal4-UAS system in vivo, transgenic An. gambiae driver lines carrying a modified Gal4 gene under the control of the carboxypeptidase promoter, and responder lines carrying UAS regulated luciferase and eYFP reporter genes have been created. Crossing of the Gal4 and UAS lines resulted in progeny that expressed both reporters in the expected midgut specific pattern. Although there was minor variation in reporter gene activity between the different crosses examined, the tissue specific expression pattern was consistent regardless of the genomic location of the transgene cassettes. The results show that the modified Gal4-UAS system can be used to successfully activate expression of transgenes in a robust and tissue specific manner in Anopheles gambiae. The midgut driver and dual reporter responder constructs are the first to be developed and tested successfully in transgenic An. gambiae and provide the basis for further advancement of the system in this and other insect species.","","10.1371/journal.pone.0031552","Culicidae;Malaria",NA,NA
"481","rayyan-344224352","Review of emerging contaminant tris(1,3-dichloro-2-propyl)phosphate: Environmental occurrence, exposure, and risks to organisms and human health",2020,10,NA,"ENVIRONMENT INTERNATIONAL","0160-4120",143,NA,"","Wang, Chen and Chen, Haibo and Li, Hui and Yu, Jun and Wang, Xiaoli and Liu, Yongdi","","","",NA,"Tris(1,3-dichloro-2-propyl)phosphate (TDCPP) is a halogen-containing organophosphorus chemical that is widely employed in various consumer products with a high production volume. As an additive flame retardant (FR), TDCPP tends to be released into the environment through multiple routes. It is ubiquitous in environmental media, biotic matrixes, and humans, and thus is deemed to be an emerging environmental contaminant. To date, significant levels of TDCPP and its primary diester metabolite, bis(1,3-dichloro-2-propyl)phosphate, have been detected in human samples of seminal plasma, breast milk, blood plasma, placenta, and urine, thereby causing wide concern about the potential human health effects resulting from exposure to this chemical. Despite the progress in research on TDCPP over the past few years, we are still far from fully understanding the environmental behavior and health risks of this emerging contaminant. Thus, this paper critically reviews the environmental occurrence, exposure, and risks posed by TDCPP to organisms and human health among the literature published in the last decade. It has been demonstrated that TDCPP induces acute-, nerve-, developmental-, reproductive-, hepatic-, nephron-, and endocrine-disrupting toxicity in animals, which has caused increasing concern worldwide. Simultaneously, TDCPP induces cytotoxicity by increasing the formation of reactive oxygen species and inducing endoplasmic reticulum stress in multiple human cell lines in vitro, and also causes endocrine-disrupting effects, including reproductive dysfunction and adverse pregnancy outcomes, according to human epidemiology studies. This review not only provides a better understanding of the behavior of this emerging contaminant in the environment, but also enhances the comprehension of the health risks posed by TDCPP exposure to ecosystems and humans.","","10.1016/j.envint.2020.105946","Humanities;Humanism;Humans",NA,NA
"482","rayyan-344224353","Low concentration of 2,4,6-tribromophenol (TBP) represents a risk to South American silver catfish Ramdia quelen (Quoy and Gaimard, 1824) population",2020,1,NA,"ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY","0147-6513",187,NA,"","Turcatti Folle, Nilce Mary and Azevedo-Linhares, Maristela and Esquivel Garcia, Juan Ramon and da Costa Souza, Angie Thaisa and Grotzner, Sonia Regina and de Oliveira, Elton Celton and Paulin, Alex Fabiano and Leite, Natalicio Ferreira and Neto, Francisco Filipak and de Oliveira Ribeiro, Ciro Alberto","","","",NA,"The 2,4,6-tribromophenol (TBP) is an environmental persistent pollutant widely used as flame retardant, antimicrobial and insecticide agent in wood preservation and plastic production. Currently, TBP is found in environmental compartments such as soil, freshwater, groundwater, sewage sludge and domestic dust, but the effects to biota and the risk of exposure to aquatic vertebrates are still scarce. In the present study, Rhamdia quelen fish embryos (8 h post-fertilization - hpf) were exposed to 0.3 and 3.0 mu g L-1 of TBP until 96 hpf. Biochemical biomarkers, hatching, survival and larvae/embryo malformations were evaluated after exposure. Additionally, a mathematical model was proposed to evaluate the effects along further generations. The results showed that TBP decreased the survival level but did not cause significant difference in the hatching rates. After 72 and 96 hpf, individuals from the highest tested concentration group showed more severe malformations than individuals from control and the lower concentrations groups. The deformities were concentrated on the embryos facial region where the sensorial structures related to fish behavior are present. The biochemical biomarkers revealed both oxidative stress and neurotoxicity signs after exposure to the contaminant, while the application of the mathematical model showed a decrease of population in both tested TBP concentrations. In conclusion, the current results demonstrated that TBP is toxic to R. quelen embryos and represents a risk to population after early life stage exposure.","","10.1016/j.ecoenv.2019.109815","",NA,NA
"483","rayyan-344224354","Neurotoxicological and thyroid evaluations of rats developmentally exposed to tris(1,3-dichloro-2-propyl)phosphate (TDCIPP) and tris(2-chloro-2-ethyl)phosphate (TCEP)",2015,11,NA,"NEUROTOXICOLOGY AND TERATOLOGY","0892-0362",52,NA,"236-247","Moser, Virginia C. and Phillips, Pamela M. and Hedge, Joan M. and McDaniel, Katherine L.","","","",NA,"Tris(1,3-dichloro-2-propyl)phosphate (TDCIPP) and tris(2-chloro-2-ethyl)phosphate (TCEP) are organophosphorous flame retardants with widespread usage and human exposures through food, inhalation, and dust ingestion. They have been detected in human tissues including urine and breast milk. Reports of disrupted neural growth in vitro, abnormal development in larval zebrafish, and altered thyroid hormones in several species have raised concern for neurodevelopmental toxicity. This is especially the case for TDCIPP, which is more potent and has more activity in those assays than does TCEP. We evaluated the potential for developmental neurotoxicity of TDCIPP and TCEP in a mammalian model. Pregnant Long Evans rats were administered TDCIPP (15, 50, or 150 mg/kg/day) or TCEP (12, 40, 90 mg/kg/day) via oral gavage from gestational day 10 to weaning. Corn oil was the vehicle control in both studies. Body weight and righting reflex development were monitored in all pups. A subset of offspring at Culling and weaning, and dams at weaning, were sacrificed for serum and organ collection for measurement of brain, liver, and thyroid weights, serum thyroid levels, and serum and brain acetylcholinesterase activities. Brain weights were also measured in a group of adult TDCIPP-treated offspring. One male and one female from each litter were allocated for behavioral testing at several ages: standard locomotor activity (preweaning, postweaning, adults), locomotor activity including a lighting change mid-way (postweaning, adults), elevated zero maze (postweaning, adults), functional observational battery (FOB; postweaning, adults), and Morris water maze (place learning, reference and working memory; adults). Neither chemical produced changes in maternal body weight or serum thyroid hormones, but relative liver weight was increased at the high doses of both TDCIPP and TCEP. In offspring, there were no effects on viability, litter size, or birth weight. With TDCIPP, absolute liver weights were lower at weaning and weight gain was lower in the high-dose offspring until about two months of age. Thyroid hormones and brain weights were not altered and acetylcholinesterase (both brain and serum) was not inhibited by either chemical. TDCIPP-treated offspring showed slight differences in floating in the water maze, hindlimb grip strength, and altered activity habituation, whereas TCEP-treated rats showed differences in quadrant time (probe) and middle-zone preference in the water maze. Regarding these few changes, the effects were minimal, mostly not related to dose, and did not appear treatment-related or biologically significant Overall, these data do not support the potential for thyrotoxicity or developmental neurotoxicity produced by TDCIPP or TCEP. Published by Elsevier Inc.","","10.1016/j.ntt.2015.08.004","Rats;Thyroid Gland;Phosphates",NA,NA
"484","rayyan-344224355","Screening for neurotoxic potential of 15 flame retardants using freshwater planarians",2019,5,NA,"NEUROTOXICOLOGY AND TERATOLOGY","0892-0362",73,NA,"54-66","Zhang, Siqi and Irel and , Danielle and Sipes, Nisha S. and Behl, Mamta and Collins, Eva-Maria S.","","","",NA,"Asexual freshwater planarians are an attractive invertebrate model for high-throughput neurotoxicity screening, because they possess multiple quantifiable behaviors to assess distinct neuronal functions. Planarians uniquely allow direct comparisons between developing and adult animals to distinguish developmentally selective effects from general neurotoxicity. In this study, we used our automated planarian screening platform to compare the neurotoxicity of 15 flame retardants (FRs), consisting of representative phased-out brominated (BFRs) and replacement organophosphorus FRs (OPFRs). OPFRs have emerged as a proposed safer alternative to BFRs; however, limited information is available on their health effects. We found 11 of the 15 FRs (3/6 BFRs, 7/8 OPFRs, and Firemaster 550) caused adverse effects in both adult and developing planarians with similar nominal lowest-effect-levels for BFRs and OPFRs. This suggests that replacement OPFRs are comparably neurotoxic to the phased-out compounds. BFRs were primarily systemically toxic, whereas OPFRs, except Tris(2-chloroethyl) phosphate, shared a behavioral phenotype in response to noxious heat at sublethal concentrations, indicating specific neurotoxic effects. We found this behavioral phenotype was correlated with cholinesterase inhibition, thus linking behavioral outcomes to molecular targets. By directly comparing effects on adult and developing planarians, we further found that one BFR (3,3',5,5'-Tetrabromobisphenol A) caused a developmental selective defect. Together, these results demonstrate that our planarian screening platform yields high content data from various behavioral and morphological endpoints, allowing us to distinguish selective neurotoxic effects and effects specific to the developing nervous system. Ten of these 11 bioactive FRs were previously found to be bioactive in other models, including cell culture and alternative animal models (nematodes and zebrafish). This level of concordance across different platforms emphasizes the urgent need for further evaluation of OPFRs in mammalian systems.","","10.1016/j.ntt.2019.03.003","Mass Screening",NA,NA
"485","rayyan-344225556","Neurotoxicity of pesticides.",2019,9,NA,"Acta neuropathologica","1432-0533 0001-6322",138,3,"343--362","Richardson, Jason R. and Fitsanakis, Vanessa and Westerink, Remco H. S. and Kanthasamy, Anumantha G.","","eng","",NA,"Pesticides are unique environmental contaminants that are specifically introduced into the environment to control pests, often by killing them. Although pesticide  application serves many important purposes, including protection against crop  loss and against vector-borne diseases, there are significant concerns over the  potential toxic effects of pesticides to non-target organisms, including humans.  In many cases, the molecular target of a pesticide is shared by non-target  species, leading to the potential for untoward effects. Here, we review the  history of pesticide usage and the neurotoxicity of selected classes of  pesticides, including insecticides, herbicides, and fungicides, to humans and  experimental animals. Specific emphasis is given to linkages between exposure to  pesticides and risk of neurological disease and dysfunction in humans coupled  with mechanistic findings in humans and animal models. Finally, we discuss  emerging techniques and strategies to improve translation from animal models to  humans.","","10.1007/s00401-019-02033-9","*Dichlorodiphenyltrichloroethane;*Dieldrin;*Endosulfan;*Fungicide;*Glyphosate;*iPSC;*Microelectrode array;*Mitochondrial Complex I;*Neurodegeneration;*Neurotoxicity;*Organochlorine;*Organophosphate;*Paraquat;*Pesticide;*Pyrethroid;*Pyridaben;*Rotenone;*Zebrafish;Animals;Humans;Neurotoxicity Syndromes/*etiology;Pesticides/*toxicity;Pesticides",NA,NA
"486","rayyan-344225561","Development toxicity and cardiotoxicity in zebrafish from exposure to iprodione.",2021,1,NA,"Chemosphere","1879-1298 0045-6535",263,NA,"127860","Wei, You and Meng, Yunlong and Huang, Yong and Liu, Zehui and Zhong, Keyuan and Ma, Jinze and Zhang, Weixin and Li, Yibao and Lu, Huiqiang","","eng","",NA,"Iprodione is a highly effective broad-spectrum fungicide commonly used for early disease control in fruit trees and vegetables. Pesticides often flow into  watercourses due to rainfall, causing toxicity in non-target organisms,  eventually entering the food chain. However, little information is available in  the current literature about the toxicity of iprodione to cardiac development.  The present study aimed to investigate the effect of iprodione on early embryonic  development and its cardiotoxicity in aquatic animals, using zebrafish as a  model. At 6-72 h post-fertilization (hpf), zebrafish were exposed to  concentrations of 15 mg/L, 20 mg/L, and 25 mg/L (72 h-LC(50) = 21.15 mg/L). We  found that exposure to iprodione resulted in yolk edema, increased mortality, and  shortened body length in zebrafish embryos. In addition, iprodione was also found  to induce edema in the pericardium of zebrafish, decrease heart rate, and cause  the failure of cardiac cyclization. Exposure to iprodione significantly increased  the accumulation of ROS and altered the activity of antioxidant enzymes (MDA,  CAT) in zebrafish embryos. Moreover, iprodione induced changes in the  transcription levels of heart developmental-related genes and apoptosis-related  genes. In addition, Astaxanthin (antioxidant) can partially rescue the toxic  phenotype caused by iprodione. Apoptosis-related genes and heart  developmental-related genes were rescued after astaxanazin treatment. The results  suggest that iprodione induces developmental and cardiac toxicity in zebrafish  embryos, which provides new evidence of the toxicity of iprodione to organisms in  aquatic ecosystems and assessing human health risks.","Place: England","10.1016/j.chemosphere.2020.127860","*Cardiotoxicity;*Zebrafish;Aminoimidazole Carboxamide/analogs \& derivatives;Animals;Apoptosis;Cardiotoxicity;Ecosystem;Embryo;Nonmammalian/metabolism;Embryonic Development;Hydantoins;Iprodione;Oxidative Stress;Zebrafish",NA,NA
"487","rayyan-344225563","Developmental toxicity and neurotoxicity of penconazole enantiomers exposure on zebrafish ({Danio} rerio).",2020,12,NA,"Environmental pollution (Barking, Essex : 1987)","1873-6424 0269-7491",267,NA,"115450","Jia, Ming and Teng, Miaomiao and Tian, Sinuo and Yan, Jin and Meng, Zhiyuan and Yan, Sen and Li, Ruisheng and Zhou, Zhiqiang and Zhu, Wentao","","eng","",NA,"Penconazole is a widely used chiral triazole bactericide that may adversely affect the environment. It contains two corresponding enantiomers and there may  be differences in toxicity between the isomers. Therefore, in this study, we  exposed zebrafish embryos to different concentrations of the penconazole  enantiomer to study the developmental toxicity and neurotoxicity of penconazole  on zebrafish and the difference in toxicity between enantiomers. The results  showed that penconazole exposure caused adverse effects on zebrafish embryos,  such as autonomous motor abnormalities, heart rate slowing, and increased  deformity, resulting in significant developmental toxicity. Meanwhile, also  caused the zebrafish larvae to slow movement, the neurotransmitter content and  nervous system related gene expression significantly changed, which proved that  penconazole also caused neurotoxicity to zebrafish. Interestingly, our results  also clearly show that (+)-penconazole is significantly more toxic to zebrafish  than (-)-penconazole at the same concentration, whether it is developmental  toxicity or neurotoxicity, which suggests that we should focus on (+)-penconazole  more when conducting toxicological studies on penconazole.","Place: England","10.1016/j.envpol.2020.115450","*Water Pollutants;Chemical;*Zebrafish;Animals;Developmental toxicity;Embryo;Nonmammalian;Enantiomer;Larva;Neurotoxicity;Penconazole;Triazoles/toxicity;Zebrafish",NA,NA
"488","rayyan-344225565","Developmental toxicity of trichloroethylene in zebrafish ({Danio} rerio).",2020,3,NA,"Environmental science. Processes \& impacts","2050-7895 2050-7887",22,3,"728--739","Horzmann, Katharine A. and Portales, Ana M. and Batcho, Kathryn G. and Freeman, Jennifer L.","","eng","",NA,"Trichloroethylene (TCE), an industrial solvent and degreaser, is an environmental toxicant that contaminates over half of Superfund sites, is a known carcinogen,  and is linked to congenital defects and neurodegenerative disease. The  developmental toxicity of TCE near ecologically relevant levels needs further  characterization in order to better assess health risks of exposure. In this  study, the toxicodynamics of TCE in the zebrafish (Danio rerio) model was  investigated through the establishment of a LC50 concentration and by monitoring  the acute developmental toxicity of ecologically relevant concentrations (0, 5,  50, and 500 parts per billion; ppb) of TCE during two different exposure lengths  (1-72 hours post fertilization (hpf) and 1-120 hpf). Acute developmental toxicity  was assessed by monitoring survival and hatching, larval morphology, larval heart  rate, and behavioral responses during an embryonic photomotor response test and a  larval visual motor response test. Embryonic exposure to TCE was associated with  decreased percent hatch at 48 hpf, altered larval morphology, increased heart  rate, and altered behavioral responses during the photomotor response test and  visual motor response test. Larval morphology and behavioral alterations were  more pronounced in the 1-120 hpf exposure length trials. The observed alterations  suggest developmental TCE toxicity is still a concern at regulatory  concentrations and that timing of exposure influences developmental toxicity.","Place: England","10.1039/c9em00565j","*Trichloroethylene;Animals;Embryo;Nonmammalian;Larva;Neurodegenerative Diseases/veterinary;Zebrafish/*embryology;Trichloroethylene",NA,NA
"489","rayyan-344225567","Cannabis constituents reduce seizure behavior in chemically-induced and scn1a-mutant zebrafish.",2020,9,NA,"Epilepsy \& behavior : E\&B","1525-5069 1525-5050",110,NA,"107152","Thornton, Cammi and Dickson, Kennedy E. and Carty, Dennis R. and Ashpole, Nicole M. and Willett, Kristine L.","","eng","",NA,"Current antiepileptic drugs (AEDs) are undesirable for many reasons including the inability to reduce seizures in certain types of epilepsy, such as Dravet  syndrome (DS) where in one-third of patients does not respond to current AEDs,  and severe adverse effects that are frequently experienced by patients.  Epidiolex, a cannabidiol (CBD)-based drug, was recently approved for treatment of  DS. While Epidiolex shows great promise in reducing seizures in patients with DS,  it is used in conjunction with other AEDs and can cause liver toxicity. To  investigate whether other cannabis-derived compounds could also reduce seizures,  the antiepileptic effects of CBD, Δ9-tetrahydrocannabinol (THC), cannabidivarin  (CBDV), cannabinol (CBN), and linalool (LN) were compared in both a  chemically-induced (pentylenetetrazole, PTZ) and a DS (scn1Lab(-/-)) seizure  models. Zebrafish (Danio rerio) that were either wild-type (Tupfel longfin) or  scn1Lab(-/-) (DS) were exposed to CBD, THC, CBDV, CBN, or LN for 24 h from 5 to  6 days postfertilization. Following exposure, total distance traveled was  measured in a ViewPoint Zebrabox to determine if these compounds reduced  seizure-like activity. Cannabidiol (0.6 and 1 μM) and THC (1 and 4 μM)  significantly reduced PTZ-induced total distance moved. At the highest THC  concentration, the significant reduction in PTZ-induced behavior was likely the  result of sedation as opposed to antiseizure activity. In the DS model, CBD  (0.6 μM), THC (1 μM), CBN (0.6 and 1 μM), and LN (4 μM) significantly reduced  total distance traveled. Cannabinol was the most effective at reducing total  distance relative to controls. In addition to CBD, other cannabis-derived  compounds showed promise in reducing seizure-like activity in zebrafish.  Specifically, four of the five compounds were effective in the DS model, whereas  in the PTZ model, only CBD and THC were, suggesting a divergence in the mode of  action among the cannabis constituents.","","10.1016/j.yebeh.2020.107152","*Cannabidiol;*Dravet syndrome;*Epilepsy;*Pentylenetetrazole;*scn1Lab;*Δ9-tetrahydrocannabinol;Acyclic Monoterpenes/therapeutic use;Animals;Genetically Modified;Anticonvulsants/therapeutic use;Cannabidiol/*therapeutic use;Cannabinoids/*therapeutic use;Cannabinol/*therapeutic use;Cannabis;Dose-Response Relationship;Drug;Dronabinol/*therapeutic use;NAV1.1 Voltage-Gated Sodium Channel/*genetics;Pentylenetetrazole/toxicity;Seizures/chemically induced/drug therapy/*genetics;Zebrafish;Zebrafish Proteins/*genetics;Seizures",NA,NA
"490","rayyan-344225568","Fenobucarb-induced developmental neurotoxicity and mechanisms in zebrafish.",2020,7,NA,"Neurotoxicology","1872-9711 0161-813X",79,NA,"11--19","Zhu, Xiao-Yu and Wu, Yu-Ying and Xia, Bo and Dai, Ming-Zhu and Huang, Yan-Feng and Yang, Hua and Li, Chun-Qi and Li, Ping","","eng","",NA,"Fenobucarb (2-sec-butylphenyl methylcarbamate, BPMC) is an extensively used carbamate insecticide. Its developmental neurotoxicity and the underlying  mechanisms have not been well investigated. In this study, zebrafish embryos were  exposed to various concentrations of BPMC from 6 hpf (hours post fertilization,  hpf) to 120 hpf. BPMC induced developmental toxicity with reduced motility in  larval zebrafish. The spinal cord neutrophil infiltration, increased ROS  production, caspase 3 and 9 activation, central nerve and peripheral motor neuron  damage, axon and myelin degeneration were observed in zebrafish treated with BPMC  generally in a dose-dependent manner. The expression of eight marker genes for  nervous system function or development, namely, a1-tubulin, shha, elavl3, gap43,  syn2a, gfap, mbp and manf, was significantly downregulated following BPMC  exposure. AChE activity reduction and ache gene expression suppression was also  found significantly in BPMC-treated zebrafish. These results indicate that BPMC  is highly toxic to zebrafish and that BPMC induces zebrafish developmental  neurotoxicity through pathways involved in inflammation, oxidative stress,  degeneration and apoptosis.","Place: Netherlands","10.1016/j.neuro.2020.03.013","*BPMC;*Fenobucarb;*Mechanisms;*Neurotoxicity;*Zebrafish;Animals;Genetically Modified;Apoptosis/drug effects;Behavior;Animal/drug effects;Carbamates/*toxicity;Embryo;Nonmammalian/*drug effects/metabolism/pathology;Embryonic Development/*drug effects;Gene Expression Regulation;Developmental;Inflammation Mediators/metabolism;Insecticides/*toxicity;Locomotion/drug effects;Nerve Degeneration;Nervous System/*drug effects/embryology/metabolism/pathology;Oxidative Stress/drug effects;Zebrafish/*embryology/genetics/metabolism",NA,NA
"491","rayyan-344225570","Histology and multi-omic profiling reveal the mixture toxicity of tebuconazole and difenoconazole in adult zebrafish.",2021,11,NA,"The Science of the total environment","1879-1026 0048-9697",795,NA,"148777","Jiang, Jinhua and Chen, Liezhong and Liu, Xingang and Wang, Luyan and Wu, Shengan and Zhao, Xueping","","eng","",NA,"The combination effects of triazole fungicides on aquatic organisms remain largely unknown. In current study, an integrated histological, transcriptome,  metabonomics and microbiology was applied to investigate the mixture effects and  risk of tebuconazole (TEB) and difenoconazole (DIF) co-exposure on zebrafish  liver and gonad at aquatic life benchmark. TEB and DIF mixture showed additive  effect on the acute toxicity to adult zebrafish, the combined toxicity on liver  was less than the additive effect of individual TEB and DIF, and TEB and DIF  mixture also reduced the toxic effects on gonad and intestinal microflora.  Transcriptomics and metabolomics further showed TEB and DIF mixture could induce  more differentially expressed genes (DEGs) to regulate the metabolic pathways  involved in energy metabolism, steroid hormone biosynthesis, retinol metabolism  and microbial metabolism, to balance the energy metabolism and supplies, and  maintain the steroid hormone and RA level, further reduced the toxic effect on  liver and gonad caused by TEB and DIF. Our results showed the different responses  and patterns on transcriptional and metabolic profiles mediated in the diverse  toxicity and combination effects of TEB and DIF. The present results provided a  deep mechanistic understanding of the combined effects and mode of action of DIF  and TEB mixture on aquatic organisms, suggesting the concept of additive effects  might sufficiently protective when evaluated the combination effects and  ecological risk of TEB and DIF at aquatic life benchmarks.","Place: Netherlands","10.1016/j.scitotenv.2021.148777","*Dioxolanes;*Fungicides;Industrial/toxicity;Animals;Combination effect;Difenoconazole;Omics;Tebuconazole;Triazoles/toxicity;Zebrafish",NA,NA
"492","rayyan-344225571","Etoxazole stereoselective determination, bioaccumulation, and resulting oxidative stress in {Danio} rerio (zebrafish).",2020,4,NA,"Ecotoxicology and environmental safety","1090-2414 0147-6513",192,NA,"110287","Chang, Weixia and Nie, Jiyun and Geng, Yue and Zhang, Danyang and Wang, Qi and Farooq, Saqib","","eng","",NA,"An environmentally-friendly and fast analytical method for the stereoselective determination of etoxazole was developed and then applied to estimate  stereoselective bioaccumulation and elimination in zebrafish using SFC-MS/MS.  Optimal enantioseparation conditions were determined using a Chiralpak IG-3  column and CO(2)/MeOH mobile phase (80/20, v/v), at 3.0 mL/min within 1 min,  30°Me and 18 MPa. A modified QuEChERS method was developed for zebrafish sample  pretreatment, and mean recoveries were 88.43-110.12\% with relative standard  deviations ranging from 0.32 to 5.34\%. The enantioselectives of etoxazole  enantiomers in zebrafish during uptake and depuration phases were evaluated.  Significant enantioselective bioaccumulation was observed, with preferential  accumulation of (-)-R-etoxazole compared to its antipode, during uptake at both  low and high exposure concentrations. The toxic effects of etoxazole on zebrafish  were further explored, and activities of antioxidant enzymes were determined in  liver of zebrafish. Significant changes were observed in the SOD and GST  activities and in the MDA levels, which indicated the occurrence of oxidative  stress in liver of zebrafish. The toxic effects exhibited time- and  dose-dependent properties. These results can facilitate the accurate risk  evaluation of etoxazole and provide basic knowledge for further study of  biotoxicity mechanisms.","Place: Netherlands","10.1016/j.ecoenv.2020.110287","*Oxidative Stress;Animals;Antioxidants/metabolism;Bioaccumulation;Bioaccumunation;Chromatography;Supercritical Fluid/*methods;Etoxazole;Liver/drug effects/enzymology;Oxazoles/analysis/*chemistry/pharmacokinetics/*toxicity;Oxidative stress;SFC-MS/MS;Stereoisomerism;Stereoselective determination;Tandem Mass Spectrometry/*methods;Water Pollutants;Chemical/analysis/*chemistry/toxicity;Zebrafish;Zebrafish/metabolism;Oxidative Stress",NA,NA
"493","rayyan-344225573","Interactions of {Fipronil} within {Fish} and {Insects}: {Experimental} and {Molecular} {Modeling} {Studies}.",2018,6,NA,"Journal of agricultural and food chemistry","1520-5118 0021-8561",66,23,"5756--5761","Zhang, Bo and Zhang, Lei and He, Lujue and Yang, Xiaodong and Shi, Yali and Liao, Shaowei and Yang, Shan and Cheng, Jiagao and Ren, Tianrui","","eng","",NA,"Fipronil is an efficient phenylpyrazole insecticide that acts on insect γ-aminobutyric acid (GABA) receptors (GABARs) and has low toxicity to mammals but  high toxicity to nontarget organisms such as fish. To develop novel efficient  low-toxicity insecticides, it is necessary to determine the detailed toxic  mechanism at the molecular target level. In this work, methods including affinity  chromatography, fluorescent-labeled binding assays, and molecular modeling were  integrated to explore the binding of fipronil to GABARs in fish ( Aristichthys  nobilis) and insects ( Musca domestica). Affinity chromatography revealed that  fipronil acts on two different subunits of GABARs in fish and M. domestica.  Moreover, fluorescence assays revealed that fipronil exhibits similar affinity to  the two GABARs. The K(d) and B(max) of fipronil binding to the A. nobilis GABAR  were 346 ± 6 nmol/L and 40.6 ± 3.5 pmol/mg of protein, respectively. And the K(d)  and B(max) of fipronil binding to the GABAR in M. domestica brain were 109 ± 9 nM  and 21.3 ± 2.5 pmol/mg of protein, respectively. In addition, similar fipronil  binding positions but different binding modes were observed in docking studies  with Brachydanio rerio var. and M. domestica GABARs. These findings indicated  similar interactions of fipronil with fish and insects, leading to high toxicity.  The different binding features of fipronil between the two species might be  helpful for the design and development of highly selective insecticides with low  toxicity to fish.","Place: United States","10.1021/acs.jafc.8b00573","*Fishes;*Houseflies;affinity chromatography;Animals;Carps;Cyprinidae;fipronil;fluorescence analysis;Fluorescent Dyes;GABA receptors;homology modeling;Insecticides/*toxicity;Models;Molecular;Protein Binding;Pyrazoles/metabolism/*toxicity;Receptors;GABA/drug effects/*metabolism;Zebrafish",NA,NA
